"image","xmin","ymin","xmax","ymax","label"
"frame0005442.jpg",127,115,1280,720,"house"
"frame0005442.jpg",127,115,1280,720,"car"
"frame0005443.jpg",106,97,1280,720,"car"
"frame0005443.jpg",106,97,1280,720,"house"
"frame0005444.jpg",74,92,1280,720,"car"
"frame0005445.jpg",38,72,1280,720,"car"
"frame0005446.jpg",221,55,1214,720,"car"
"frame0005447.jpg",214,41,1221,720,"car"
"frame0005448.jpg",214,35,1221,720,"car"
"frame0005449.jpg",234,33,1203,720,"car"
"frame0005450.jpg",175,163,1255,616,"car"
"frame0005450.jpg",148,0,1280,720,"car"
"frame0005451.jpg",181,168,1253,612,"car"
"frame0005451.jpg",13,44,1280,720,"car"
"frame0005452.jpg",165,182,1265,596,"car"
"frame0005453.jpg",177,176,1255,602,"car"
"frame0005453.jpg",160,0,1280,720,"car"
"frame0005454.jpg",172,186,1259,593,"car"
"frame0005454.jpg",161,0,1280,720,"car"
"frame0005455.jpg",167,0,1280,720,"car"
"frame0005455.jpg",142,185,1280,593,"car"
"frame0005456.jpg",180,0,1271,720,"car"
"frame0005456.jpg",130,203,1280,577,"car"
"frame0005457.jpg",109,192,1280,587,"car"
"frame0005457.jpg",146,0,1280,720,"car"
"frame0005458.jpg",103,191,1280,589,"car"
"frame0005458.jpg",119,0,1280,720,"car"
"frame0005459.jpg",107,178,1280,598,"car"
"frame0005459.jpg",107,178,1280,598,"house"
"frame0005460.jpg",116,183,1280,591,"car"
"frame0005461.jpg",133,172,1280,600,"car"
"frame0005461.jpg",123,0,1280,720,"car"
"frame0005462.jpg",128,181,1280,593,"car"
"frame0005463.jpg",156,174,1280,598,"car"
"frame0005463.jpg",125,0,1280,720,"car"
"frame0005464.jpg",131,178,1280,594,"car"
"frame0005464.jpg",107,0,1280,720,"car"
"frame0005465.jpg",160,164,1280,606,"car"
"frame0005465.jpg",129,0,1280,720,"car"
"frame0005466.jpg",126,0,1280,720,"car"
"frame0005466.jpg",168,156,1280,614,"car"
"frame0005467.jpg",180,176,1276,596,"car"
"frame0005468.jpg",158,182,1280,590,"car"
"frame0005469.jpg",178,187,1277,588,"car"
"frame0005470.jpg",179,198,1275,581,"car"
"frame0005471.jpg",175,189,1280,588,"car"
"frame0005472.jpg",180,195,1275,584,"car"
"frame0005473.jpg",187,188,1271,588,"car"
"frame0005474.jpg",165,189,1280,589,"car"
"frame0005475.jpg",172,186,1280,590,"car"
"frame0005476.jpg",135,0,1280,720,"car"
"frame0005476.jpg",160,190,1280,586,"car"
"frame0005477.jpg",159,192,1280,584,"car"
"frame0005478.jpg",158,174,1280,600,"car"
"frame0005478.jpg",120,0,1280,720,"car"
"frame0005479.jpg",173,189,1278,589,"car"
"frame0005480.jpg",172,176,1280,599,"car"
"frame0005481.jpg",73,0,1280,720,"car"
"frame0005481.jpg",164,177,1280,601,"car"
"frame0005482.jpg",71,0,1280,720,"car"
"frame0005482.jpg",178,166,1275,608,"car"
"frame0005483.jpg",157,157,1280,617,"car"
"frame0005483.jpg",106,0,1280,720,"car"
"frame0005484.jpg",167,174,1280,603,"car"
"frame0005485.jpg",100,0,1280,720,"car"
"frame0005485.jpg",165,167,1280,608,"car"
"frame0005486.jpg",195,173,1253,605,"car"
"frame0005487.jpg",228,184,1217,599,"car"
"frame0005488.jpg",235,159,1216,628,"car"
"frame0005488.jpg",45,28,1280,720,"car"
"frame0005489.jpg",95,25,1280,720,"car"
"frame0005489.jpg",217,175,1231,614,"car"
"frame0005490.jpg",224,170,1224,618,"car"
"frame0005491.jpg",177,60,1276,720,"car"
"frame0005492.jpg",203,103,1249,720,"car"
"frame0005493.jpg",197,104,1253,720,"car"
"frame0005494.jpg",178,102,1270,720,"car"
"frame0005495.jpg",149,145,1280,720,"car"
"frame0005496.jpg",138,162,1280,720,"car"
"frame0005497.jpg",122,173,1280,717,"car"
"frame0005498.jpg",57,206,1280,696,"car"
"frame0005498.jpg",57,206,1280,696,"house"
"frame0005499.jpg",93,218,1280,691,"house"
"frame0005499.jpg",93,218,1280,691,"car"
"frame0005500.jpg",81,225,1280,685,"car"
"frame0005500.jpg",81,225,1280,685,"house"
"frame0005501.jpg",144,244,1265,670,"house"
"frame0005501.jpg",144,244,1265,670,"car"
"frame0005502.jpg",177,249,1229,666,"car"
"frame0005502.jpg",177,249,1229,666,"house"
"frame0005503.jpg",227,137,1120,720,"house"
"frame0005503.jpg",227,137,1120,720,"car"
"frame0005504.jpg",205,140,1140,720,"house"
"frame0005504.jpg",205,140,1140,720,"car"
"frame0005505.jpg",218,123,1126,720,"house"
"frame0005505.jpg",218,123,1126,720,"car"
"frame0005506.jpg",213,105,1126,720,"car"
"frame0005506.jpg",213,105,1126,720,"house"
"frame0005507.jpg",217,98,1119,720,"car"
"frame0005507.jpg",217,98,1119,720,"house"
"frame0005508.jpg",195,97,1143,720,"house"
"frame0005508.jpg",195,97,1143,720,"car"
"frame0005509.jpg",187,76,1152,720,"house"
"frame0005510.jpg",206,168,1131,720,"house"
"frame0005510.jpg",206,168,1131,720,"car"
"frame0005511.jpg",215,180,1118,720,"house"
"frame0005512.jpg",199,187,1133,720,"house"
"frame0005513.jpg",177,195,1154,720,"house"
"frame0005514.jpg",13,135,139,333,"car"
"frame0005514.jpg",153,211,1176,720,"house"
"frame0005515.jpg",341,311,985,720,"house"
"frame0005515.jpg",155,214,1176,720,"house"
"frame0005516.jpg",356,335,963,720,"car"
"frame0005516.jpg",117,0,213,273,"car"
"frame0005516.jpg",96,167,1235,720,"house"
"frame0005516.jpg",356,335,963,720,"house"
"frame0005517.jpg",368,332,955,720,"house"
"frame0005517.jpg",368,332,955,720,"car"
"frame0005517.jpg",126,0,211,304,"car"
"frame0005518.jpg",113,21,223,284,"car"
"frame0005518.jpg",352,319,967,720,"house"
"frame0005518.jpg",352,319,967,720,"car"
"frame0005519.jpg",392,283,930,720,"car"
"frame0005519.jpg",392,283,930,720,"house"
"frame0005519.jpg",113,56,221,297,"car"
"frame0005520.jpg",429,305,895,720,"house"
"frame0005520.jpg",117,76,221,296,"car"
"frame0005521.jpg",13,221,163,433,"car"
"frame0005522.jpg",28,225,155,449,"car"
"frame0005522.jpg",166,115,246,338,"car"
"frame0005523.jpg",261,0,452,273,"house"
"frame0005524.jpg",271,0,451,217,"house"
"frame0005524.jpg",164,169,254,374,"car"
"frame0005525.jpg",162,154,257,418,"car"
"frame0005526.jpg",73,199,365,404,"car"
"frame0005527.jpg",152,241,283,402,"car"
"frame0005527.jpg",108,199,328,442,"car"
"frame0005528.jpg",23,263,189,591,"car"
"frame0005528.jpg",101,236,336,415,"car"
"frame0005528.jpg",160,250,273,408,"car"
"frame0005529.jpg",38,272,179,588,"car"
"frame0005529.jpg",169,242,267,433,"car"
"frame0005529.jpg",68,237,369,425,"car"
"frame0005530.jpg",69,247,380,437,"car"
"frame0005530.jpg",313,0,491,375,"house"
"frame0005530.jpg",165,261,276,429,"car"
"frame0005530.jpg",37,287,188,582,"car"
"frame0005531.jpg",92,255,362,441,"car"
"frame0005531.jpg",37,293,185,581,"car"
"frame0005531.jpg",318,29,486,339,"house"
"frame0005532.jpg",318,13,489,356,"house"
"frame0005532.jpg",40,295,181,584,"car"
"frame0005533.jpg",41,298,182,585,"car"
"frame0005533.jpg",318,37,487,337,"house"
"frame0005534.jpg",312,43,496,331,"house"
"frame0005534.jpg",41,306,186,577,"car"
"frame0005535.jpg",301,54,509,321,"house"
"frame0005535.jpg",38,294,185,589,"car"
"frame0005536.jpg",35,297,188,587,"car"
"frame0005536.jpg",300,44,512,330,"house"
"frame0005537.jpg",306,46,510,330,"house"
"frame0005537.jpg",40,308,188,577,"car"
"frame0005538.jpg",37,305,196,580,"car"
"frame0005538.jpg",312,35,508,339,"house"
"frame0005539.jpg",307,80,515,298,"house"
"frame0005540.jpg",306,85,519,297,"house"
"frame0005542.jpg",157,248,367,490,"car"
"frame0005542.jpg",33,285,214,599,"car"
"frame0005543.jpg",157,252,372,484,"car"
"frame0005544.jpg",158,243,372,493,"car"
"frame0005545.jpg",158,244,374,493,"car"
"frame0005546.jpg",159,245,375,492,"car"
"frame0005547.jpg",163,252,374,485,"car"
"frame0005550.jpg",339,72,571,311,"house"
"frame0005551.jpg",983,38,1280,314,"tree"
"frame0005576.jpg",191,249,417,489,"car"
"frame0005577.jpg",193,252,416,486,"car"
"frame0005579.jpg",191,241,419,495,"car"
"frame0005580.jpg",195,249,415,487,"car"
"frame0005582.jpg",0,335,265,555,"car"
"frame0005583.jpg",3,334,261,554,"car"
"frame0005585.jpg",0,328,269,551,"car"
"frame0005587.jpg",0,324,270,547,"car"
"frame0005587.jpg",179,250,450,460,"car"
"frame0005588.jpg",175,249,459,457,"car"
"frame0005588.jpg",0,319,276,544,"car"
"frame0005589.jpg",397,59,541,322,"house"
"frame0005589.jpg",176,251,458,451,"car"
"frame0005589.jpg",0,317,277,543,"car"
"frame0005590.jpg",402,53,537,327,"house"
"frame0005590.jpg",0,318,277,540,"car"
"frame0005590.jpg",167,245,464,453,"car"
"frame0005591.jpg",406,42,534,337,"house"
"frame0005591.jpg",0,320,274,540,"car"
"frame0005591.jpg",164,237,465,456,"car"
"frame0005592.jpg",0,319,274,538,"car"
"frame0005592.jpg",159,236,469,457,"car"
"frame0005593.jpg",150,233,475,450,"car"
"frame0005594.jpg",151,226,472,458,"car"
"frame0005595.jpg",149,230,474,451,"car"
"frame0005596.jpg",400,40,537,336,"house"
"frame0005596.jpg",159,232,465,445,"car"
"frame0005596.jpg",249,253,373,432,"car"
"frame0005597.jpg",396,31,543,344,"house"
"frame0005597.jpg",254,244,367,440,"car"
"frame0005597.jpg",165,229,457,444,"car"
"frame0005598.jpg",158,234,460,441,"car"
"frame0005598.jpg",398,37,541,336,"house"
"frame0005599.jpg",400,47,540,326,"house"
"frame0005599.jpg",155,231,466,444,"car"
"frame0005600.jpg",398,33,539,338,"house"
"frame0005600.jpg",143,231,477,439,"car"
"frame0005601.jpg",148,225,470,441,"car"
"frame0005601.jpg",392,33,543,335,"house"
"frame0005602.jpg",142,220,473,444,"car"
"frame0005602.jpg",388,35,546,335,"house"
"frame0005602.jpg",263,213,357,464,"car"
"frame0005603.jpg",388,26,547,345,"house"
"frame0005603.jpg",139,221,475,441,"car"
"frame0005603.jpg",265,203,355,472,"car"
"frame0005604.jpg",143,226,470,435,"car"
"frame0005604.jpg",385,35,550,334,"house"
"frame0005605.jpg",390,33,548,336,"house"
"frame0005605.jpg",142,225,471,433,"car"
"frame0005605.jpg",269,203,354,470,"car"
"frame0005606.jpg",144,220,471,439,"car"
"frame0005606.jpg",391,30,545,340,"house"
"frame0005607.jpg",390,29,547,338,"house"
"frame0005607.jpg",158,210,458,447,"car"
"frame0005607.jpg",266,196,355,473,"car"
"frame0005608.jpg",156,216,465,440,"car"
"frame0005608.jpg",396,19,540,344,"house"
"frame0005608.jpg",262,231,360,437,"car"
"frame0005609.jpg",263,220,357,445,"car"
"frame0005609.jpg",401,38,538,326,"house"
"frame0005609.jpg",155,203,462,450,"car"
"frame0005610.jpg",156,209,460,442,"car"
"frame0005610.jpg",261,233,358,429,"car"
"frame0005611.jpg",258,234,360,427,"car"
"frame0005611.jpg",162,207,454,443,"car"
"frame0005612.jpg",168,197,449,451,"car"
"frame0005612.jpg",261,227,358,432,"car"
"frame0005613.jpg",260,233,357,426,"car"
"frame0005613.jpg",175,204,440,444,"car"
"frame0005614.jpg",259,237,360,423,"car"
"frame0005614.jpg",167,209,453,440,"car"
"frame0005615.jpg",173,206,449,443,"car"
"frame0005615.jpg",258,232,360,425,"car"
"frame0005616.jpg",180,197,440,450,"car"
"frame0005616.jpg",258,230,360,425,"car"
"frame0005617.jpg",187,207,437,441,"car"
"frame0005617.jpg",258,239,363,418,"car"
"frame0005618.jpg",179,201,443,448,"car"
"frame0005618.jpg",257,231,362,426,"car"
"frame0005619.jpg",182,207,441,442,"car"
"frame0005619.jpg",258,235,363,422,"car"
"frame0005620.jpg",258,239,363,417,"car"
"frame0005620.jpg",185,208,440,440,"car"
"frame0005621.jpg",183,206,441,442,"car"
"frame0005621.jpg",259,239,362,418,"car"
"frame0005622.jpg",188,206,436,441,"car"
"frame0005622.jpg",258,236,362,420,"car"
"frame0005623.jpg",188,203,434,444,"car"
"frame0005623.jpg",259,233,361,422,"car"
"frame0005624.jpg",188,206,436,442,"car"
"frame0005624.jpg",258,234,362,422,"car"
"frame0005625.jpg",187,205,437,443,"car"
"frame0005625.jpg",258,235,363,421,"car"
"frame0005626.jpg",188,207,437,441,"car"
"frame0005626.jpg",257,235,364,421,"car"
"frame0005627.jpg",188,209,437,438,"car"
"frame0005627.jpg",258,234,363,422,"car"
"frame0005628.jpg",190,211,436,437,"car"
"frame0005628.jpg",258,236,364,420,"car"
"frame0005629.jpg",258,239,364,417,"car"
"frame0005629.jpg",193,214,434,434,"car"
"frame0005630.jpg",259,233,362,423,"car"
"frame0005630.jpg",189,209,436,439,"car"
"frame0005631.jpg",189,207,436,439,"car"
"frame0005631.jpg",259,236,362,418,"car"
"frame0005632.jpg",257,237,362,417,"car"
"frame0005632.jpg",193,199,428,447,"car"
"frame0005633.jpg",188,199,431,448,"car"
"frame0005633.jpg",257,235,362,419,"car"
"frame0005634.jpg",189,199,432,448,"car"
"frame0005634.jpg",256,236,362,418,"car"
"frame0005635.jpg",254,234,364,420,"car"
"frame0005635.jpg",190,197,431,450,"car"
"frame0005636.jpg",256,234,363,419,"car"
"frame0005636.jpg",188,197,434,449,"car"
"frame0005637.jpg",256,236,363,418,"car"
"frame0005637.jpg",182,197,438,449,"car"
"frame0005638.jpg",255,235,365,415,"car"
"frame0005638.jpg",191,194,429,450,"car"
"frame0005639.jpg",193,188,429,454,"car"
"frame0005639.jpg",256,232,367,416,"car"
"frame0005640.jpg",188,183,431,460,"car"
"frame0005640.jpg",257,228,364,421,"car"
"frame0005641.jpg",257,232,366,415,"car"
"frame0005641.jpg",197,184,427,458,"car"
"frame0005642.jpg",256,235,367,413,"car"
"frame0005642.jpg",200,184,424,459,"car"
"frame0005643.jpg",194,185,428,458,"car"
"frame0005643.jpg",256,230,366,417,"car"
"frame0005644.jpg",255,230,366,418,"car"
"frame0005644.jpg",194,185,428,457,"car"
"frame0005645.jpg",195,183,427,458,"car"
"frame0005645.jpg",254,230,367,416,"car"
"frame0005646.jpg",253,230,370,416,"car"
"frame0005646.jpg",200,181,424,461,"car"
"frame0005647.jpg",200,184,425,457,"car"
"frame0005647.jpg",253,232,371,414,"car"
"frame0005648.jpg",254,230,369,416,"car"
"frame0005648.jpg",196,179,429,462,"car"
"frame0005649.jpg",203,191,425,449,"car"
"frame0005650.jpg",203,186,423,454,"car"
"frame0005651.jpg",207,198,424,441,"car"
"frame0005652.jpg",207,200,423,439,"car"
"frame0005653.jpg",204,200,428,439,"car"
"frame0005654.jpg",204,197,427,443,"car"
"frame0005655.jpg",203,197,428,442,"car"
"frame0005656.jpg",203,194,428,446,"car"
"frame0005657.jpg",406,43,600,248,"house"
"frame0005657.jpg",209,201,424,440,"car"
"frame0005658.jpg",405,37,600,254,"house"
"frame0005658.jpg",209,203,424,436,"car"
"frame0005659.jpg",209,204,423,435,"car"
"frame0005659.jpg",408,35,597,256,"house"
"frame0005660.jpg",204,204,428,434,"car"
"frame0005661.jpg",205,202,427,436,"car"
"frame0005662.jpg",205,203,428,435,"car"
"frame0005663.jpg",201,203,429,434,"car"
"frame0005664.jpg",196,200,434,436,"car"
"frame0005665.jpg",192,204,440,432,"car"
"frame0005666.jpg",416,26,587,263,"house"
"frame0005666.jpg",195,205,438,431,"car"
"frame0005667.jpg",200,207,436,429,"car"
"frame0005668.jpg",200,207,436,429,"car"
"frame0005669.jpg",192,205,444,430,"car"
"frame0005671.jpg",416,22,586,263,"house"
"frame0005672.jpg",196,204,450,411,"car"
"frame0005672.jpg",416,26,585,258,"house"
"frame0005673.jpg",409,32,591,251,"house"
"frame0005673.jpg",203,206,445,408,"car"
"frame0005674.jpg",408,33,591,253,"house"
"frame0005674.jpg",199,211,448,400,"car"
"frame0005675.jpg",412,25,587,260,"house"
"frame0005675.jpg",201,215,447,397,"car"
"frame0005675.jpg",0,231,294,531,"car"
"frame0005676.jpg",0,227,294,533,"car"
"frame0005676.jpg",198,212,452,395,"car"
"frame0005676.jpg",412,20,588,261,"house"
"frame0005677.jpg",0,229,291,531,"car"
"frame0005677.jpg",201,214,447,393,"car"
"frame0005677.jpg",407,23,592,260,"house"
"frame0005678.jpg",408,27,592,258,"house"
"frame0005678.jpg",202,216,446,390,"car"
"frame0005678.jpg",0,225,292,531,"car"
"frame0005679.jpg",0,226,292,529,"car"
"frame0005679.jpg",197,214,452,391,"car"
"frame0005679.jpg",408,29,592,256,"house"
"frame0005680.jpg",410,26,591,259,"house"
"frame0005680.jpg",196,215,452,387,"car"
"frame0005680.jpg",0,226,290,531,"car"
"frame0005681.jpg",418,23,584,255,"house"
"frame0005681.jpg",0,230,285,524,"car"
"frame0005681.jpg",187,208,460,389,"car"
"frame0005682.jpg",417,6,585,271,"house"
"frame0005682.jpg",181,208,468,381,"car"
"frame0005682.jpg",0,230,282,523,"car"
"frame0005683.jpg",414,0,591,282,"house"
"frame0005683.jpg",181,206,466,379,"car"
"frame0005683.jpg",0,226,285,520,"car"
"frame0005684.jpg",178,204,467,374,"car"
"frame0005684.jpg",413,4,591,265,"house"
"frame0005684.jpg",1,225,285,518,"car"
"frame0005685.jpg",2,224,284,524,"car"
"frame0005685.jpg",185,202,459,369,"car"
"frame0005685.jpg",408,0,594,276,"house"
"frame0005686.jpg",183,203,461,369,"car"
"frame0005686.jpg",413,8,592,260,"house"
"frame0005686.jpg",1,227,286,517,"car"
"frame0005687.jpg",408,1,599,266,"house"
"frame0005687.jpg",2,229,287,514,"car"
"frame0005687.jpg",268,212,368,370,"car"
"frame0005687.jpg",181,206,461,367,"car"
"frame0005688.jpg",404,3,604,267,"house"
"frame0005688.jpg",268,211,368,371,"car"
"frame0005688.jpg",184,207,459,366,"car"
"frame0005688.jpg",4,232,283,509,"car"
"frame0005689.jpg",409,9,600,263,"house"
"frame0005689.jpg",5,231,285,510,"car"
"frame0005689.jpg",183,210,461,365,"car"
"frame0005689.jpg",267,208,370,375,"car"
"frame0005690.jpg",268,212,371,371,"car"
"frame0005690.jpg",184,210,463,367,"car"
"frame0005690.jpg",408,1,601,269,"house"
"frame0005690.jpg",5,231,286,509,"car"
"frame0005691.jpg",184,212,466,367,"car"
"frame0005691.jpg",403,11,606,260,"house"
"frame0005691.jpg",4,230,288,510,"car"
"frame0005692.jpg",268,214,370,372,"car"
"frame0005692.jpg",182,211,463,368,"car"
"frame0005692.jpg",406,13,604,259,"house"
"frame0005692.jpg",7,232,284,509,"car"
"frame0005693.jpg",406,14,602,258,"house"
"frame0005693.jpg",267,212,370,372,"car"
"frame0005693.jpg",185,207,461,368,"car"
"frame0005693.jpg",6,229,284,512,"car"
"frame0005694.jpg",177,208,466,369,"car"
"frame0005694.jpg",7,232,282,510,"car"
"frame0005694.jpg",406,12,603,263,"house"
"frame0005694.jpg",268,212,369,372,"car"
"frame0005695.jpg",5,229,283,513,"car"
"frame0005695.jpg",174,207,470,368,"car"
"frame0005695.jpg",268,209,369,373,"car"
"frame0005695.jpg",405,0,603,280,"house"
"frame0005696.jpg",407,13,600,261,"house"
"frame0005696.jpg",269,208,366,372,"car"
"frame0005696.jpg",5,230,282,512,"car"
"frame0005696.jpg",176,205,467,368,"car"
"frame0005697.jpg",410,7,594,264,"house"
"frame0005697.jpg",191,205,456,368,"car"
"frame0005697.jpg",5,233,279,506,"car"
"frame0005698.jpg",413,0,590,272,"house"
"frame0005698.jpg",190,201,450,368,"car"
"frame0005698.jpg",5,236,276,498,"car"
"frame0005698.jpg",266,206,370,370,"car"
"frame0005699.jpg",266,207,368,371,"car"
"frame0005699.jpg",179,193,460,376,"car"
"frame0005699.jpg",410,0,592,282,"house"
"frame0005700.jpg",181,189,455,380,"car"
"frame0005700.jpg",410,0,590,288,"house"
"frame0005701.jpg",177,186,458,383,"car"
"frame0005701.jpg",407,0,593,274,"house"
"frame0005701.jpg",263,201,369,376,"car"
"frame0005702.jpg",414,3,585,268,"house"
"frame0005702.jpg",262,201,367,376,"car"
"frame0005702.jpg",168,175,465,393,"car"
"frame0005703.jpg",160,179,466,392,"car"
"frame0005703.jpg",415,0,583,283,"house"
"frame0005703.jpg",259,183,367,395,"car"
"frame0005704.jpg",144,177,471,390,"car"
"frame0005704.jpg",399,22,538,259,"house"
"frame0005704.jpg",261,170,358,410,"car"
"frame0005705.jpg",366,30,555,246,"house"
"frame0005705.jpg",153,211,403,378,"car"
"frame0005706.jpg",13,207,237,556,"car"
"frame0005706.jpg",126,196,412,398,"car"
"frame0005706.jpg",355,30,548,250,"house"
"frame0005707.jpg",317,43,511,239,"house"
"frame0005707.jpg",29,241,196,529,"car"
"frame0005708.jpg",28,265,161,500,"car"
"frame0005708.jpg",154,220,275,384,"car"
"frame0005708.jpg",89,204,344,399,"car"
"frame0005709.jpg",8,296,158,490,"car"
"frame0005710.jpg",0,307,151,470,"car"
"frame0005712.jpg",72,231,146,415,"car"
"frame0005712.jpg",139,0,385,413,"house"
"frame0005712.jpg",0,280,76,492,"car"
"frame0005713.jpg",4,258,138,404,"car"
"frame0005713.jpg",0,286,73,498,"car"
"frame0005714.jpg",96,0,332,450,"house"
"frame0005714.jpg",4,258,128,415,"car"
"frame0005715.jpg",7,251,116,420,"car"
"frame0005716.jpg",7,236,105,448,"car"
"frame0005717.jpg",7,229,101,464,"car"
"frame0005718.jpg",53,0,268,451,"house"
"frame0005718.jpg",0,237,102,445,"car"
"frame0005719.jpg",66,0,248,414,"house"
"frame0005719.jpg",0,255,101,432,"car"
"frame0005720.jpg",91,0,220,416,"house"
"frame0005720.jpg",0,268,92,425,"car"
"frame0005721.jpg",0,262,85,434,"car"
"frame0005722.jpg",0,257,83,443,"car"
"frame0005723.jpg",0,254,76,448,"car"
"frame0005724.jpg",0,281,55,464,"car"
"frame0005725.jpg",0,273,50,481,"car"
"frame0005726.jpg",0,273,49,481,"car"
"frame0005727.jpg",0,275,48,483,"car"
"frame0005728.jpg",0,269,46,492,"car"
"frame0005746.jpg",92,0,637,465,"house"
"frame0005747.jpg",37,0,701,565,"house"
"frame0005748.jpg",69,0,676,561,"house"
"frame0005749.jpg",91,0,648,566,"house"
"frame0005750.jpg",113,0,636,598,"house"
"frame0005751.jpg",118,0,626,604,"house"
"frame0005752.jpg",127,0,610,620,"house"
"frame0005753.jpg",526,0,1147,720,"tree"
"frame0005753.jpg",117,0,614,600,"house"
"frame0005754.jpg",107,0,616,626,"house"
"frame0005754.jpg",541,0,1125,720,"tree"
"frame0005755.jpg",544,0,1105,720,"tree"
"frame0005755.jpg",88,0,605,613,"house"
"frame0005756.jpg",80,0,574,582,"house"
"frame0005756.jpg",545,0,1104,720,"tree"
"frame0005757.jpg",548,0,1089,720,"tree"
"frame0005757.jpg",42,0,591,561,"house"
"frame0005758.jpg",467,0,1009,720,"tree"
"frame0005758.jpg",23,0,600,553,"house"
"frame0005759.jpg",20,0,531,642,"house"
"frame0005759.jpg",470,0,996,720,"tree"
"frame0005760.jpg",32,0,520,644,"house"
"frame0005760.jpg",459,0,1007,720,"tree"
"frame0005761.jpg",6,0,539,675,"house"
"frame0005761.jpg",442,0,1015,720,"tree"
"frame0005762.jpg",5,0,530,664,"house"
"frame0005762.jpg",445,0,1011,720,"tree"
"frame0005763.jpg",0,0,535,676,"house"
"frame0005763.jpg",426,0,1028,720,"tree"
"frame0005764.jpg",429,0,1024,720,"tree"
"frame0005764.jpg",8,0,518,657,"house"
"frame0005765.jpg",9,0,515,665,"house"
"frame0005765.jpg",434,0,1015,720,"tree"
"frame0005766.jpg",444,0,1004,720,"tree"
"frame0005766.jpg",0,0,520,662,"house"
"frame0005767.jpg",1,0,513,658,"house"
"frame0005767.jpg",446,0,1003,720,"tree"
"frame0005768.jpg",450,0,996,720,"tree"
"frame0005768.jpg",12,0,508,678,"house"
"frame0005769.jpg",444,0,1003,720,"tree"
"frame0005769.jpg",23,0,494,676,"house"
"frame0005770.jpg",30,0,489,669,"house"
"frame0005770.jpg",445,0,1002,720,"tree"
"frame0005771.jpg",468,0,978,720,"tree"
"frame0005771.jpg",17,0,505,676,"house"
"frame0005772.jpg",24,0,499,684,"house"
"frame0005772.jpg",467,0,978,720,"tree"
"frame0005773.jpg",457,0,992,720,"tree"
"frame0005773.jpg",28,0,486,676,"house"
"frame0005774.jpg",32,0,478,676,"house"
"frame0005774.jpg",443,0,1006,720,"tree"
"frame0005775.jpg",454,0,993,720,"tree"
"frame0005775.jpg",35,0,475,678,"house"
"frame0005776.jpg",31,0,477,687,"house"
"frame0005776.jpg",440,0,1013,720,"tree"
"frame0005777.jpg",32,0,478,681,"house"
"frame0005777.jpg",437,0,1007,720,"tree"
"frame0005778.jpg",22,0,483,680,"house"
"frame0005778.jpg",447,0,1002,720,"tree"
"frame0005779.jpg",25,0,466,671,"house"
"frame0005779.jpg",435,0,1013,720,"tree"
"frame0005780.jpg",437,0,1007,720,"tree"
"frame0005780.jpg",20,0,479,676,"house"
"frame0005781.jpg",8,0,486,671,"house"
"frame0005781.jpg",446,0,1003,720,"tree"
"frame0005782.jpg",442,0,1009,720,"tree"
"frame0005782.jpg",17,0,478,673,"house"
"frame0005783.jpg",442,0,1008,720,"tree"
"frame0005783.jpg",26,1,467,675,"house"
"frame0005784.jpg",447,0,1010,720,"tree"
"frame0005784.jpg",37,5,457,674,"house"
"frame0005785.jpg",40,2,459,680,"house"
"frame0005785.jpg",440,0,1014,720,"tree"
"frame0005786.jpg",449,0,1004,720,"tree"
"frame0005786.jpg",42,12,450,668,"house"
"frame0005787.jpg",429,0,1026,720,"tree"
"frame0005787.jpg",37,12,452,668,"house"
"frame0005787.jpg",137,0,1280,720,"tree"
"frame0005788.jpg",36,8,454,674,"house"
"frame0005788.jpg",135,0,1280,720,"tree"
"frame0005788.jpg",426,0,1029,720,"tree"
"frame0005789.jpg",442,0,1011,720,"tree"
"frame0005789.jpg",35,13,455,666,"house"
"frame0005790.jpg",36,14,457,666,"house"
"frame0005790.jpg",447,0,1006,720,"tree"
"frame0005791.jpg",438,0,1017,720,"tree"
"frame0005791.jpg",38,15,452,665,"house"
"frame0005792.jpg",119,0,1280,720,"tree"
"frame0005792.jpg",425,0,1028,720,"tree"
"frame0005792.jpg",30,6,465,673,"house"
"frame0005793.jpg",30,2,458,675,"house"
"frame0005793.jpg",441,0,1007,720,"tree"
"frame0005793.jpg",113,0,1280,720,"tree"
"frame0005794.jpg",455,0,998,720,"tree"
"frame0005794.jpg",45,6,442,676,"house"
"frame0005795.jpg",41,0,453,700,"house"
"frame0005795.jpg",436,0,1021,720,"tree"
"frame0005795.jpg",136,0,1280,720,"tree"
"frame0005796.jpg",106,0,1280,720,"tree"
"frame0005796.jpg",432,0,1028,720,"tree"
"frame0005796.jpg",41,0,450,705,"house"
"frame0005797.jpg",39,0,471,701,"house"
"frame0005797.jpg",452,0,1012,720,"tree"
"frame0005798.jpg",436,0,1025,720,"tree"
"frame0005798.jpg",38,7,480,678,"house"
"frame0005799.jpg",30,3,491,678,"house"
"frame0005799.jpg",446,0,1015,720,"tree"
"frame0005800.jpg",445,0,1026,720,"tree"
"frame0005800.jpg",43,0,487,688,"house"
"frame0005801.jpg",21,0,522,683,"house"
"frame0005801.jpg",472,0,1001,720,"tree"
"frame0005802.jpg",477,0,990,720,"tree"
"frame0005802.jpg",24,0,530,669,"house"
"frame0005803.jpg",507,0,973,720,"tree"
"frame0005803.jpg",14,0,545,649,"house"
"frame0005804.jpg",36,19,582,566,"house"
"frame0005804.jpg",561,0,1085,720,"tree"
